event_name,upsell_date,new_renewal_cycle,membership_id,membership_amount,currency,renews_at,new_plan,churn_date,cancellation_date,log_creation_time,charge_amount_usd
MembershipRenewed,,,229,499.0,USD,2022-02-03 00:00:00+00:00,,,,2021-12-13,499.0
MembershipActivated,,,210,499.0,USD,2022-03-13 16:00:00+00:00,,,,2021-12-13,499.0
MembershipValueChanged,,3.0,210,499.0,USD,,Bronze,,,2021-12-13,499.0
MembershipUpsellUpdated,2021-12-13 16:10:48+00:00,,210,2697.0,USD,,,,,2021-12-13,2697.0
MembershipUpdated,,,207,499.0,USD,2022-01-16 08:00:00+00:00,Bronze,,,2021-12-13,499.0
MembershipUpdated,,,210,499.0,USD,2022-03-13 16:00:00+00:00,Bronze,,,2021-12-14,499.0
MembershipUpdated,,,228,499.0,USD,2022-01-18 19:00:00+00:00,Bronze,,,2021-12-14,499.0
MembershipUpdated,,,233,499.0,USD,2022-02-17 17:00:00+00:00,Bronze,,,2021-12-14,499.0
MembershipUpdated,,,188,499.0,USD,2022-01-03 18:00:00+00:00,Silver,,,2021-12-14,499.0
MembershipUpdated,,,143,499.0,GBP,2022-03-02 09:00:00+00:00,Bronze,,,2021-12-14,633.73
MembershipUpdated,,,73,499.0,USD,2021-12-16 00:00:00+00:00,Bronze,,,2021-12-14,499.0
MembershipUpdated,,,114,499.0,USD,2022-03-03 00:00:00+00:00,Bronze,,,2021-12-14,499.0
MembershipUpdated,,,96,499.0,USD,2021-12-30 11:00:00+00:00,Silver,,,2021-12-14,499.0
MembershipUpdated,,,107,499.0,USD,2022-02-14 00:00:00+00:00,Silver,,,2021-12-14,499.0
MembershipUpdated,,,207,499.0,USD,2022-01-16 08:00:00+00:00,Bronze,,,2021-12-14,499.0
MembershipUpdated,,,192,499.0,USD,2022-02-24 13:00:00+00:00,Silver,,,2021-12-14,499.0
MembershipUpdated,,,196,499.0,USD,2022-03-08 00:00:00+00:00,Bronze,,,2021-12-14,499.0
MembershipUpdated,,,18,499.0,USD,2022-03-01 00:00:00+00:00,Bronze,,,2021-12-14,499.0
MembershipUpdated,,,153,499.0,USD,2021-12-17 12:00:00+00:00,Silver,,,2021-12-14,499.0
MembershipUpdated,,,159,499.0,USD,2022-03-01 00:00:00+00:00,Gold,,,2021-12-14,499.0
MembershipUpdated,,,217,499.0,USD,2022-03-15 08:00:00+00:00,Bronze,,,2021-12-15,499.0
MembershipRenewed,,,217,499.0,USD,2022-03-15 08:00:00+00:00,,,,2021-12-15,499.0
MembershipUpdated,,,97,499.0,USD,2022-03-15 11:00:00+00:00,Silver,,,2021-12-15,499.0
MembershipRenewed,,,97,499.0,USD,2022-03-15 11:00:00+00:00,,,,2021-12-15,499.0
MembershipUpdated,,,73,499.0,USD,2022-03-16 00:00:00+00:00,Bronze,,,2021-12-16,499.0
MembershipRenewed,,,73,499.0,USD,2022-03-16 00:00:00+00:00,,,,2021-12-16,499.0
MembershipUpdated,,,80,499.0,USD,2022-03-16 00:00:00+00:00,Bronze,,,2021-12-16,499.0
MembershipRenewed,,,80,499.0,USD,2022-03-16 00:00:00+00:00,,,,2021-12-16,499.0
MembershipUpdated,,,199,499.0,USD,2022-03-16 00:00:00+00:00,Bronze,,,2021-12-16,499.0
MembershipRenewed,,,199,499.0,USD,2022-03-16 00:00:00+00:00,,,,2021-12-16,499.0
MembershipUpdated,,,181,499.0,DKK,2021-12-30 14:00:00+00:00,Silver,,,2021-12-16,74.85
MembershipUpdated,,,76,499.0,USD,2022-03-17 00:00:00+00:00,Bronze,,,2021-12-17,499.0
MembershipRenewed,,,76,499.0,USD,2022-03-17 00:00:00+00:00,,,,2021-12-17,499.0
MembershipUpdated,,,208,499.0,USD,2022-01-17 00:00:00+00:00,Silver,,,2021-12-17,499.0
MembershipRenewed,,,208,499.0,USD,2022-01-17 00:00:00+00:00,,,,2021-12-17,499.0
MembershipUpdated,,,165,499.0,USD,2022-03-17 07:00:00+00:00,Silver,,,2021-12-17,499.0
MembershipRenewed,,,165,499.0,USD,2022-03-17 07:00:00+00:00,,,,2021-12-17,499.0
MembershipUpsellUpdated,2021-12-17 11:00:08+00:00,,135,10788.0,USD,,,,,2021-12-17,10788.0
MembershipUpdated,,,135,499.0,USD,2022-12-17 11:00:00+00:00,Bronze,,,2021-12-17,499.0
MembershipRenewed,,,135,499.0,USD,2022-12-17 11:00:00+00:00,,,,2021-12-17,499.0
MembershipUpdated,,,153,499.0,USD,2022-01-17 12:00:00+00:00,Silver,,,2021-12-17,499.0
MembershipRenewed,,,153,499.0,USD,2022-01-17 12:00:00+00:00,,,,2021-12-17,499.0
MembershipUpdated,,,177,499.0,USD,2022-03-18 10:00:00+00:00,Bronze,,,2021-12-18,499.0
MembershipRenewed,,,177,499.0,USD,2022-03-18 10:00:00+00:00,,,,2021-12-18,499.0
MembershipUpdated,,,178,499.0,USD,2022-03-18 10:00:00+00:00,Bronze,,,2021-12-18,499.0
MembershipRenewed,,,178,499.0,USD,2022-03-18 10:00:00+00:00,,,,2021-12-18,499.0
MembershipUpdated,,,136,499.0,USD,2022-12-18 14:00:00+00:00,Bronze,,,2021-12-18,499.0
MembershipRenewed,,,136,499.0,USD,2022-12-18 14:00:00+00:00,,,,2021-12-18,499.0
MembershipActivated,,,181,499.0,DKK,,,,,2021-12-20,74.85
MembershipValueChanged,,3.0,181,20716.0,DKK,,Silver,,,2021-12-20,3107.4
MembershipCancelled,,,181,499.0,DKK,,,,2022-03-01 00:00:00+00:00,2021-12-20,74.85
MembershipValueChanged,,3.0,181,579.0,DKK,,,,,2021-12-20,86.85
MembershipChurnUpdated,,,181,579.0,DKK,,,2022-03-01 00:00:00+00:00,,2021-12-20,86.85
MembershipUpdated,,,149,499.0,USD,2022-01-07 10:00:00+00:00,Bronze,,,2021-12-20,499.0
MembershipRenewed,,,86,499.0,USD,2022-01-23 00:00:00+00:00,,,,2021-12-20,499.0
MembershipUpdated,,,200,499.0,USD,2022-03-21 00:00:00+00:00,Bronze,,,2021-12-21,499.0
MembershipRenewed,,,200,499.0,USD,2022-03-21 00:00:00+00:00,,,,2021-12-21,499.0
MembershipUpsellUpdated,2021-12-21 20:34:05+00:00,,181,77685.0,DKK,,,,,2021-12-21,11652.75
MembershipUpdated,,,179,499.0,USD,2022-01-22 04:00:00+00:00,Bronze,,,2021-12-22,499.0
MembershipRenewed,,,179,499.0,USD,2022-01-22 04:00:00+00:00,,,,2021-12-22,499.0
MembershipUpdated,,,138,499.0,USD,2022-01-22 12:00:00+00:00,Silver,,,2021-12-22,499.0
MembershipRenewed,,,138,499.0,USD,2022-01-22 12:00:00+00:00,,,,2021-12-22,499.0
MembershipUpdated,,,20,499.0,USD,2022-03-01 00:00:00+00:00,Silver,,,2021-12-22,499.0
MembershipValueChanged,,3.0,20,999.0,USD,,,,,2021-12-22,999.0
MembershipActivated,,,87,499.0,USD,,,,,2021-12-22,499.0
MembershipValueChanged,,3.0,87,499.0,USD,,Bronze,,,2021-12-22,499.0
MembershipCancelled,,,87,499.0,USD,,,,2022-01-29 12:00:00+00:00,2021-12-22,499.0
MembershipValueChanged,,3.0,87,579.0,USD,,,,,2021-12-22,579.0
MembershipChurnUpdated,,,87,579.0,USD,,,2022-01-29 12:00:00+00:00,,2021-12-22,579.0
MembershipUpdated,,,115,499.0,USD,2022-12-23 00:00:00+00:00,Silver,,,2021-12-23,499.0
MembershipRenewed,,,115,499.0,USD,2022-12-23 00:00:00+00:00,,,,2021-12-23,499.0
MembershipUpdated,,,219,499.0,USD,2022-03-23 00:00:00+00:00,Silver,,,2021-12-23,499.0
MembershipRenewed,,,219,499.0,USD,2022-03-23 00:00:00+00:00,,,,2021-12-23,499.0
MembershipCancelled,,,115,499.0,USD,,,,2021-12-23 00:00:00+00:00,2021-12-23,499.0
MembershipValueChanged,,12.0,115,579.0,USD,,,,,2021-12-23,579.0
MembershipChurnUpdated,,,115,579.0,USD,,,2021-12-23 00:00:00+00:00,,2021-12-23,579.0
MembershipUpdated,,,12,499.0,USD,2022-01-15 00:00:00+00:00,Bronze,,,2021-12-23,499.0
MembershipUpdated,,,85,499.0,USD,2022-01-20 12:00:00+00:00,Bronze,,,2021-12-23,499.0
MembershipUpdated,,,169,499.0,USD,2022-02-11 10:00:00+00:00,Bronze,,,2021-12-23,499.0
MembershipUpdated,,,71,499.0,USD,2022-02-05 08:00:00+00:00,Gold,,,2021-12-23,499.0
MembershipUpdated,,,132,499.0,USD,2022-03-08 15:00:00+00:00,Bronze,,,2021-12-23,499.0
MembershipUpdated,,,14,499.0,USD,2022-03-06 00:00:00+00:00,Silver,,,2021-12-23,499.0
MembershipUpdated,,,19,499.0,USD,2022-02-19 00:00:00+00:00,Bronze,,,2021-12-23,499.0
MembershipUpdated,,,77,499.0,USD,2022-03-21 00:00:00+00:00,Bronze,,,2021-12-23,499.0
MembershipUpdated,,,219,499.0,USD,2022-03-23 00:00:00+00:00,Silver,,,2021-12-23,499.0
MembershipUpdated,,,20,499.0,USD,2022-03-01 00:00:00+00:00,Silver,,,2021-12-23,499.0
MembershipUpdated,,,175,499.0,USD,2022-03-09 13:00:00+00:00,Bronze,,,2021-12-23,499.0
MembershipUpdated,,,74,499.0,USD,2022-03-24 00:00:00+00:00,Bronze,,,2021-12-24,499.0
MembershipRenewed,,,74,499.0,USD,2022-03-24 00:00:00+00:00,,,,2021-12-24,499.0
MembershipUpdated,,,221,499.0,USD,2022-03-24 08:00:00+00:00,Bronze,,,2021-12-24,499.0
MembershipRenewed,,,221,499.0,USD,2022-03-24 08:00:00+00:00,,,,2021-12-24,499.0
MembershipRenewed,,,171,499.0,USD,2022-01-26 14:00:00+00:00,,,,2021-12-24,499.0
MembershipUpdated,,,15,499.0,USD,2022-03-25 07:00:00+00:00,Bronze,,,2021-12-25,499.0
MembershipRenewed,,,15,499.0,USD,2022-03-25 07:00:00+00:00,,,,2021-12-25,499.0
MembershipUpdated,,,160,499.0,USD,2022-01-25 08:00:00+00:00,Bronze,,,2021-12-25,499.0
MembershipRenewed,,,160,499.0,USD,2022-01-25 08:00:00+00:00,,,,2021-12-25,499.0
MembershipUpdated,,,163,499.0,USD,2022-03-28 00:00:00+00:00,Bronze,,,2021-12-28,499.0
MembershipRenewed,,,163,499.0,USD,2022-03-28 00:00:00+00:00,,,,2021-12-28,499.0
MembershipUpdated,,,170,499.0,USD,2022-02-17 15:00:00+00:00,Bronze,,,2021-12-29,499.0
MembershipUpdated,,,84,499.0,USD,2022-01-20 12:00:00+00:00,Bronze,,,2021-12-29,499.0
MembershipUpdated,,,155,499.0,USD,2022-01-13 18:00:00+00:00,Bronze,,,2021-12-29,499.0
MembershipUpdated,,,182,499.0,USD,2022-01-01 16:00:00+00:00,Bronze,,,2021-12-29,499.0
MembershipUpdated,,,86,499.0,USD,2022-01-23 00:00:00+00:00,Bronze,,,2021-12-29,499.0
MembershipUpdated,,,82,499.0,USD,2022-01-01 00:00:00+00:00,Bronze,,,2021-12-29,499.0
MembershipUpdated,,,227,499.0,USD,2022-01-18 10:00:00+00:00,Silver,,,2021-12-29,499.0
MembershipUpdated,,,118,499.0,USD,2022-02-05 12:00:00+00:00,Silver,,,2021-12-29,499.0
MembershipUpdated,,,23,499.0,USD,2022-02-18 00:00:00+00:00,Bronze,,,2021-12-29,499.0
MembershipUpdated,,,232,499.0,USD,2022-02-17 00:00:00+00:00,Bronze,,,2021-12-29,499.0
MembershipActivated,,,186,499.0,USD,,,,,2021-12-29,499.0
MembershipCancelled,,,186,499.0,USD,,,,2022-01-21 08:00:00+00:00,2021-12-29,499.0
MembershipValueChanged,,3.0,186,579.0,USD,,,,,2021-12-29,579.0
MembershipChurnUpdated,,,186,579.0,USD,,,2022-01-21 08:00:00+00:00,,2021-12-29,579.0
MembershipUpdated,,,128,499.0,USD,2022-02-01 00:00:00+00:00,Gold,,,2021-12-29,499.0
MembershipValueChanged,,12.0,128,10000.0,USD,,,,,2021-12-29,10000.0
MembershipActivated,,,73,499.0,USD,,,,,2021-12-29,499.0
MembershipCancelled,,,73,499.0,USD,,,,2022-03-16 00:00:00+00:00,2021-12-29,499.0
MembershipValueChanged,,3.0,73,579.0,USD,,,,,2021-12-29,579.0
MembershipChurnUpdated,,,73,579.0,USD,,,2022-03-16 00:00:00+00:00,,2021-12-29,579.0
MembershipUpdated,,,131,499.0,USD,2022-01-01 00:00:00+00:00,Bronze,,,2021-12-29,499.0
MembershipValueChanged,,3.0,131,499.0,USD,,,,,2021-12-29,499.0
MembershipUpdated,,,131,499.0,USD,2022-03-01 00:00:00+00:00,Bronze,,,2021-12-29,499.0
MembershipUpsellUpdated,2021-12-29 16:17:17+00:00,,131,3596.0,USD,,,,,2021-12-29,3596.0
MembershipUpdated,,,22,499.0,USD,2022-03-30 00:00:00+00:00,Bronze,,,2021-12-30,499.0
MembershipRenewed,,,22,499.0,USD,2022-03-30 00:00:00+00:00,,,,2021-12-30,499.0
MembershipActivated,,,236,499.0,USD,2022-01-30 09:00:00+00:00,,,,2021-12-30,499.0
MembershipRenewed,,,236,499.0,USD,2022-01-30 09:00:00+00:00,,,,2021-12-30,499.0
MembershipUpdated,,,96,499.0,USD,2022-03-30 11:00:00+00:00,Silver,,,2021-12-30,499.0
MembershipRenewed,,,96,499.0,USD,2022-03-30 11:00:00+00:00,,,,2021-12-30,499.0
MembershipUpdated,,,202,499.0,USD,2022-03-30 11:00:00+00:00,Bronze,,,2021-12-30,499.0
MembershipRenewed,,,202,499.0,USD,2022-03-30 11:00:00+00:00,,,,2021-12-30,499.0
MembershipCancelled,,,22,499.0,USD,,,,2021-12-30 00:00:00+00:00,2021-12-30,499.0
MembershipValueChanged,,3.0,22,579.0,USD,,,,,2021-12-30,579.0
MembershipChurnUpdated,,,22,579.0,USD,,,2021-12-30 00:00:00+00:00,,2021-12-30,579.0
MembershipUpdated,,,170,499.0,USD,2022-02-17 15:00:00+00:00,Bronze,,,2021-12-31,499.0
MembershipUpdated,,,84,499.0,USD,2022-01-20 12:00:00+00:00,Bronze,,,2021-12-31,499.0
MembershipUpdated,,,155,499.0,USD,2022-01-13 18:00:00+00:00,Bronze,,,2021-12-31,499.0
MembershipUpdated,,,182,499.0,USD,2022-01-01 16:00:00+00:00,Bronze,,,2021-12-31,499.0
MembershipUpdated,,,86,499.0,USD,2022-01-23 00:00:00+00:00,Bronze,,,2021-12-31,499.0
MembershipUpdated,,,82,499.0,USD,2022-01-01 00:00:00+00:00,Bronze,,,2021-12-31,499.0
MembershipUpdated,,,227,499.0,USD,2022-01-18 10:00:00+00:00,Silver,,,2021-12-31,499.0
MembershipUpdated,,,118,499.0,USD,2022-02-05 12:00:00+00:00,Silver,,,2021-12-31,499.0
MembershipUpdated,,,23,499.0,USD,2022-02-18 00:00:00+00:00,Bronze,,,2021-12-31,499.0
MembershipUpdated,,,232,499.0,USD,2022-02-17 00:00:00+00:00,Bronze,,,2021-12-31,499.0
MembershipUpdated,,,82,499.0,USD,2022-04-01 00:00:00+00:00,Bronze,,,2022-01-01,499.0
MembershipRenewed,,,82,499.0,USD,2022-04-01 00:00:00+00:00,,,,2022-01-01,499.0
MembershipUpdated,,,98,499.0,USD,2022-04-01 00:00:00+00:00,Bronze,,,2022-01-01,499.0
MembershipRenewed,,,98,499.0,USD,2022-04-01 00:00:00+00:00,,,,2022-01-01,499.0
MembershipUpdated,,,146,499.0,USD,2023-01-01 00:00:00+00:00,Silver,,,2022-01-01,499.0
MembershipRenewed,,,146,499.0,USD,2023-01-01 00:00:00+00:00,,,,2022-01-01,499.0
MembershipUpdated,,,172,499.0,DKK,2022-02-01 13:00:00+00:00,Bronze,,,2022-01-01,74.85
MembershipRenewed,,,172,499.0,DKK,2022-02-01 13:00:00+00:00,,,,2022-01-01,74.85
MembershipUpdated,,,203,499.0,USD,2022-07-01 13:00:00+00:00,Silver,,,2022-01-01,499.0
MembershipRenewed,,,203,499.0,USD,2022-07-01 13:00:00+00:00,,,,2022-01-01,499.0
MembershipUpdated,,,204,499.0,USD,2022-07-01 14:00:00+00:00,Silver,,,2022-01-01,499.0
MembershipRenewed,,,204,499.0,USD,2022-07-01 14:00:00+00:00,,,,2022-01-01,499.0
MembershipUpdated,,,182,499.0,USD,2022-04-01 16:00:00+00:00,Bronze,,,2022-01-01,499.0
MembershipRenewed,,,182,499.0,USD,2022-04-01 16:00:00+00:00,,,,2022-01-01,499.0
MembershipUpdated,,,174,499.0,USD,2022-02-03 13:00:00+00:00,Silver,,,2022-01-03,499.0
MembershipRenewed,,,174,499.0,USD,2022-02-03 13:00:00+00:00,,,,2022-01-03,499.0
MembershipUpdated,,,236,499.0,USD,2022-03-31 00:00:00+00:00,Bronze,,,2022-01-03,499.0
MembershipRenewed,,,86,499.0,USD,2022-01-23 00:00:00+00:00,,,,2022-01-03,499.0
MembershipUpdated,,,188,499.0,USD,2022-02-03 18:00:00+00:00,Silver,,,2022-01-03,499.0
MembershipRenewed,,,188,499.0,USD,2022-02-03 18:00:00+00:00,,,,2022-01-03,499.0
MembershipUpdated,,,238,499.0,USD,,Bronze,,,2022-01-04,499.0
MembershipUpdated,,,203,499.0,USD,2022-07-01 13:00:00+00:00,Silver,,,2022-01-04,499.0
MembershipUpdated,,,146,499.0,USD,2023-01-01 00:00:00+00:00,Silver,,,2022-01-04,499.0
MembershipUpdated,,,129,499.0,USD,2022-02-04 15:00:00+00:00,Silver,,,2022-01-04,499.0
MembershipRenewed,,,129,499.0,USD,2022-02-04 15:00:00+00:00,,,,2022-01-04,499.0
MembershipActivated,,,238,499.0,USD,2022-04-05 00:00:00+00:00,,,,2022-01-05,499.0
MembershipValueChanged,,3.0,238,499.0,USD,,Bronze,,,2022-01-05,499.0
MembershipUpdated,,,237,499.0,USD,2022-03-02 00:00:00+00:00,Bronze,,,2022-01-05,499.0
MembershipUpdated,,,111,499.0,DKK,2022-02-01 00:00:00+00:00,Gold,,,2022-01-05,74.85
MembershipUpdated,,,112,499.0,DKK,2022-03-01 00:00:00+00:00,Gold,,,2022-01-05,74.85
MembershipUpdated,,,160,499.0,USD,2022-01-25 08:00:00+00:00,Bronze,,,2022-01-05,499.0
MembershipUpdated,,,151,499.0,USD,2022-02-17 00:00:00+00:00,Bronze,,,2022-01-05,499.0
MembershipUpdated,,,208,499.0,USD,2022-01-17 00:00:00+00:00,Silver,,,2022-01-05,499.0
MembershipUpdated,,,215,499.0,USD,2022-03-06 08:00:00+00:00,Bronze,,,2022-01-05,499.0
MembershipUpdated,,,144,499.0,USD,2022-05-01 00:00:00+00:00,Silver,,,2022-01-05,499.0
MembershipUpdated,,,161,499.0,DKK,2022-01-25 09:00:00+00:00,Bronze,,,2022-01-05,74.85
MembershipUpdated,,,140,499.0,USD,2022-02-05 00:00:00+00:00,Bronze,,,2022-01-05,499.0
MembershipUpdated,,,211,499.0,USD,2022-02-10 13:00:00+00:00,Bronze,,,2022-01-05,499.0
MembershipUpdated,,,136,499.0,USD,2022-12-18 14:00:00+00:00,Bronze,,,2022-01-05,499.0
MembershipRenewed,,,20,499.0,USD,2022-03-01 00:00:00+00:00,,,,2022-01-05,499.0
MembershipActivated,,,239,499.0,USD,2022-04-05 14:00:00+00:00,,,,2022-01-05,499.0
MembershipValueChanged,,3.0,239,500.0,USD,,Bronze,,,2022-01-05,500.0
MembershipRenewed,,,111,499.0,DKK,2022-02-01 00:00:00+00:00,,,,2022-01-06,74.85
MembershipUpdated,,,70,499.0,USD,2022-02-01 00:00:00+00:00,Bronze,,,2022-01-06,499.0
MembershipUpdated,,,205,499.0,USD,2022-04-06 12:00:00+00:00,Bronze,,,2022-01-06,499.0
MembershipRenewed,,,205,499.0,USD,2022-04-06 12:00:00+00:00,,,,2022-01-06,499.0
MembershipUpdated,,,127,499.0,EUR,2022-03-01 13:00:00+00:00,Silver,,,2022-01-06,543.9100000000001
MembershipUpdated,,,184,499.0,DKK,2022-04-06 14:00:00+00:00,Silver,,,2022-01-06,74.85
MembershipRenewed,,,184,499.0,DKK,2022-04-06 14:00:00+00:00,,,,2022-01-06,74.85
MembershipUpdated,,,6,499.0,USD,2022-05-01 00:00:00+00:00,Silver,,,2022-01-06,499.0
MembershipUpdated,,,211,499.0,USD,2022-02-10 13:00:00+00:00,Bronze,,,2022-01-06,499.0
MembershipUpdated,,,230,499.0,USD,2022-02-05 11:00:00+00:00,Bronze,,,2022-01-06,499.0
MembershipUpdated,,,99,499.0,USD,2022-04-07 00:00:00+00:00,Silver,,,2022-01-07,499.0
MembershipRenewed,,,99,499.0,USD,2022-04-07 00:00:00+00:00,,,,2022-01-07,499.0
MembershipUpdated,,,149,499.0,USD,2022-04-07 10:00:00+00:00,Bronze,,,2022-01-07,499.0
MembershipRenewed,,,149,499.0,USD,2022-04-07 10:00:00+00:00,,,,2022-01-07,499.0
MembershipUpdated,,,211,499.0,USD,2022-02-10 13:00:00+00:00,Bronze,,,2022-01-07,499.0
MembershipCancelled,,,99,499.0,USD,,,,2022-01-07 00:00:00+00:00,2022-01-07,499.0
MembershipValueChanged,,3.0,99,579.0,USD,,,,,2022-01-07,579.0
MembershipChurnUpdated,,,99,579.0,USD,,,2022-01-07 00:00:00+00:00,,2022-01-07,579.0
MembershipUpdated,,,233,499.0,USD,2022-02-17 17:00:00+00:00,Bronze,,,2022-01-08,499.0
MembershipUpdated,,,233,499.0,USD,2022-02-17 17:00:00+00:00,Bronze,,,2022-01-08,499.0
MembershipChurnUpdated,,,73,579.0,USD,,,2022-01-08 00:00:00+00:00,,2022-01-08,579.0
MembershipUpdated,,,179,499.0,USD,2022-01-22 04:00:00+00:00,Bronze,,,2022-01-11,499.0
MembershipUpdated,,,84,499.0,USD,2022-01-20 12:00:00+00:00,Bronze,,,2022-01-11,499.0
MembershipActivated,,,240,499.0,USD,2022-04-11 10:00:00+00:00,,,,2022-01-11,499.0
MembershipValueChanged,,3.0,240,2999.0,USD,,Gold,,,2022-01-11,2999.0
MembershipUpdated,,,135,499.0,USD,2022-12-17 11:00:00+00:00,Silver,,,2022-01-11,499.0
MembershipValueChanged,,12.0,135,999.0,USD,,,,,2022-01-11,999.0
MembershipUpdated,,,183,499.0,USD,2022-01-20 00:00:00+00:00,Silver,,,2022-01-11,499.0
MembershipUpdated,,,239,499.0,USD,2022-04-05 14:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,240,499.0,USD,2022-04-11 10:00:00+00:00,Gold,,,2022-01-12,499.0
MembershipUpdated,,,172,499.0,DKK,2022-02-01 13:00:00+00:00,Bronze,,,2022-01-12,74.85
MembershipUpdated,,,88,499.0,USD,2022-02-05 19:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,110,499.0,DKK,2022-02-01 00:00:00+00:00,Bronze,,,2022-01-12,74.85
MembershipUpdated,,,25,499.0,USD,2022-03-01 00:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,6,499.0,USD,2022-05-01 00:00:00+00:00,Silver,,,2022-01-12,499.0
MembershipUpdated,,,105,499.0,USD,2022-01-23 00:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,109,499.0,USD,2022-03-01 00:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,97,499.0,USD,2022-03-15 11:00:00+00:00,Silver,,,2022-01-12,499.0
MembershipUpdated,,,225,499.0,USD,2022-10-01 00:00:00+00:00,Silver,,,2022-01-12,499.0
MembershipUpdated,,,185,499.0,USD,2022-01-19 00:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,217,499.0,USD,2022-03-15 08:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,177,499.0,USD,2022-03-18 10:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,213,499.0,USD,2022-02-24 12:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,199,499.0,USD,2022-03-16 00:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,118,499.0,USD,2022-02-05 12:00:00+00:00,Silver,,,2022-01-12,499.0
MembershipUpdated,,,234,499.0,USD,2022-02-26 09:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,12,499.0,USD,2022-01-15 00:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,227,499.0,USD,2022-01-18 10:00:00+00:00,Silver,,,2022-01-12,499.0
MembershipUpdated,,,200,499.0,USD,2022-03-21 00:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,96,499.0,USD,2022-03-30 11:00:00+00:00,Silver,,,2022-01-12,499.0
MembershipUpdated,,,169,499.0,USD,2022-02-11 10:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,144,499.0,USD,2022-05-01 00:00:00+00:00,Silver,,,2022-01-12,499.0
MembershipUpdated,,,70,499.0,USD,2022-02-01 00:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,109,499.0,USD,2022-03-01 00:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,71,499.0,USD,2022-02-05 08:00:00+00:00,Gold,,,2022-01-12,499.0
MembershipUpdated,,,25,499.0,USD,2022-03-01 00:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,233,499.0,USD,2022-02-17 17:00:00+00:00,Bronze,,,2022-01-12,499.0
MembershipUpdated,,,222,499.0,USD,2022-04-13 00:00:00+00:00,Bronze,,,2022-01-13,499.0
MembershipRenewed,,,222,499.0,USD,2022-04-13 00:00:00+00:00,,,,2022-01-13,499.0
MembershipUpdated,,,154,499.0,USD,2022-04-01 00:00:00+00:00,Bronze,,,2022-01-13,499.0
MembershipUpdated,,,155,499.0,USD,2022-04-13 18:00:00+00:00,Bronze,,,2022-01-13,499.0
MembershipRenewed,,,155,499.0,USD,2022-04-13 18:00:00+00:00,,,,2022-01-13,499.0
MembershipUpdated,,,142,499.0,USD,2022-02-01 00:00:00+00:00,Silver,,,2022-01-14,499.0
MembershipUpdated,,,132,499.0,USD,2022-03-08 15:00:00+00:00,Bronze,,,2022-01-14,499.0
MembershipUpdated,,,173,499.0,USD,2022-03-01 00:00:00+00:00,Bronze,,,2022-01-14,499.0
MembershipUpdated,,,185,499.0,USD,2022-01-19 00:00:00+00:00,Bronze,,,2022-01-14,499.0
MembershipUpdated,,,117,499.0,USD,2022-03-01 00:00:00+00:00,Silver,,,2022-01-14,499.0
MembershipUpdated,,,75,499.0,USD,2022-02-14 00:00:00+00:00,Bronze,,,2022-01-14,499.0
MembershipUpdated,,,174,499.0,USD,2022-02-03 13:00:00+00:00,Silver,,,2022-01-14,499.0
MembershipUpdated,,,149,499.0,USD,2022-04-07 10:00:00+00:00,Bronze,,,2022-01-14,499.0
MembershipUpdated,,,183,499.0,USD,2022-01-20 00:00:00+00:00,Silver,,,2022-01-14,499.0
MembershipUpdated,,,221,499.0,USD,2022-03-24 08:00:00+00:00,Bronze,,,2022-01-14,499.0
MembershipUpdated,,,74,499.0,USD,2022-03-24 00:00:00+00:00,Bronze,,,2022-01-14,499.0
MembershipUpdated,,,19,499.0,USD,2022-02-19 00:00:00+00:00,Bronze,,,2022-01-14,499.0
MembershipUpdated,,,86,499.0,USD,2022-01-23 00:00:00+00:00,Bronze,,,2022-01-14,499.0
MembershipUpdated,,,192,499.0,USD,2022-02-24 13:00:00+00:00,Silver,,,2022-01-14,499.0
MembershipUpdated,,,162,499.0,USD,2022-01-25 09:00:00+00:00,Bronze,,,2022-01-14,499.0
MembershipUpdated,,,130,499.0,USD,2022-03-08 15:00:00+00:00,Silver,,,2022-01-14,499.0
MembershipUpdated,,,140,499.0,USD,2022-02-05 00:00:00+00:00,Bronze,,,2022-01-14,499.0
