event_name,upsell_date,new_renewal_cycle,membership_id,membership_amount,currency,renews_at,new_plan,churn_date,cancellation_date,log_creation_time
MembershipUpdated,,,18,499,USD,2022-03-01T00:00:00+0000,Bronze,,,"December 1, 2021"
MembershipRenewed,,,18,499,USD,2022-03-01T00:00:00+0000,,,,"December 1, 2021"
MembershipUpdated,,,20,499,USD,2022-03-01T00:00:00+0000,Bronze,,,"December 1, 2021"
MembershipRenewed,,,20,499,USD,2022-03-01T00:00:00+0000,,,,"December 1, 2021"
MembershipUpdated,,,25,499,USD,2022-03-01T00:00:00+0000,Bronze,,,"December 1, 2021"
MembershipRenewed,,,25,499,USD,2022-03-01T00:00:00+0000,,,,"December 1, 2021"
MembershipUpdated,,,108,499,USD,2022-03-01T00:00:00+0000,Silver,,,"December 1, 2021"
MembershipRenewed,,,108,499,USD,2022-03-01T00:00:00+0000,,,,"December 1, 2021"
MembershipUpdated,,,109,499,USD,2022-03-01T00:00:00+0000,Bronze,,,"December 1, 2021"
MembershipRenewed,,,109,499,USD,2022-03-01T00:00:00+0000,,,,"December 1, 2021"
MembershipUpdated,,,112,499,DKK,2022-03-01T00:00:00+0000,Gold,,,"December 1, 2021"
MembershipRenewed,,,112,499,DKK,2022-03-01T00:00:00+0000,,,,"December 1, 2021"
MembershipUpdated,,,117,499,USD,2022-03-01T00:00:00+0000,Silver,,,"December 1, 2021"
MembershipRenewed,,,117,499,USD,2022-03-01T00:00:00+0000,,,,"December 1, 2021"
MembershipActivated,,,236,499,USD,2021-12-30T09:00:00+0000,,,,"December 1, 2021"
MembershipValueChanged,,1,236,499,USD,,Bronze,,,"December 1, 2021"
MembershipUpdated,,,159,499,USD,2022-03-01T00:00:00+0000,Gold,,,"December 1, 2021"
MembershipUpdated,,,127,499,EUR,2022-03-01T13:00:00+0000,Silver,,,"December 1, 2021"
MembershipRenewed,,,127,499,EUR,2022-03-01T13:00:00+0000,,,,"December 1, 2021"
MembershipUpdated,,,172,499,DKK,2022-01-01T13:00:00+0000,Bronze,,,"December 1, 2021"
MembershipRenewed,,,172,499,DKK,2022-01-01T13:00:00+0000,,,,"December 1, 2021"
MembershipUpdated,,,152,499,USD,2022-02-26T09:00:00+0000,Bronze,,,"December 1, 2021"
MembershipUpdated,,,172,499,DKK,2022-01-01T13:00:00+0000,Bronze,,,"December 1, 2021"
MembershipUpdated,,,88,499,USD,2022-02-05T19:00:00+0000,Bronze,,,"December 1, 2021"
MembershipUpdated,,,110,499,DKK,2022-02-01T00:00:00+0000,Bronze,,,"December 1, 2021"
MembershipUpdated,,,6,499,USD,2022-05-01T00:00:00+0000,Silver,,,"December 1, 2021"
MembershipUpdated,,,105,499,USD,2022-01-23T00:00:00+0000,Bronze,,,"December 1, 2021"
MembershipUpdated,,,109,499,USD,2022-03-01T00:00:00+0000,Bronze,,,"December 1, 2021"
MembershipUpdated,,,97,499,USD,2021-12-15T11:00:00+0000,Silver,,,"December 1, 2021"
MembershipUpdated,,,225,499,USD,2022-10-01T00:00:00+0000,Silver,,,"December 1, 2021"
MembershipUpdated,,,185,499,USD,2022-01-19T00:00:00+0000,Bronze,,,"December 1, 2021"
MembershipUpdated,,,177,499,USD,2021-12-18T10:00:00+0000,Bronze,,,"December 1, 2021"
MembershipUpdated,,,217,499,USD,2021-12-15T08:00:00+0000,Bronze,,,"December 1, 2021"
MembershipUpdated,,,199,499,USD,2021-12-16T00:00:00+0000,Bronze,,,"December 1, 2021"
MembershipUpdated,,,25,499,USD,2022-03-01T00:00:00+0000,Bronze,,,"December 1, 2021"
MembershipUpdated,,,213,499,USD,2022-02-24T12:00:00+0000,Bronze,,,"December 1, 2021"
MembershipUpdated,,,143,499,GBP,2022-03-02T09:00:00+0000,Bronze,,,"December 2, 2021"
MembershipRenewed,,,143,499,GBP,2022-03-02T09:00:00+0000,,,,"December 2, 2021"
MembershipActivated,,,237,499,USD,2022-01-02T12:00:00+0000,,,,"December 2, 2021"
MembershipValueChanged,,1,237,499,USD,,Bronze,,,"December 2, 2021"
MembershipUpdated,,,237,499,USD,2022-03-02T00:00:00+0000,Bronze,,,"December 2, 2021"
MembershipRenewed,,1,237,499,USD,2022-03-02T00:00:00+0000,,,,"December 2, 2021"
MembershipUpdated,,,114,499,USD,2022-03-03T00:00:00+0000,Bronze,,,"December 3, 2021"
MembershipRenewed,,,114,499,USD,2022-03-03T00:00:00+0000,,,,"December 3, 2021"
MembershipRenewed,,,210,499,USD,2022-01-03T00:00:00+0000,,,,"December 3, 2021"
MembershipUpdated,,,174,499,USD,2022-01-03T13:00:00+0000,Silver,,,"December 3, 2021"
MembershipRenewed,,,174,499,USD,2022-01-03T13:00:00+0000,,,,"December 3, 2021"
MembershipUpdated,,,189,499,USD,2022-03-03T14:00:00+0000,Bronze,,,"December 3, 2021"
MembershipRenewed,,,189,499,USD,2022-03-03T14:00:00+0000,,,,"December 3, 2021"
MembershipRenewed,,,86,499,USD,2022-01-23T00:00:00+0000,,,,"December 3, 2021"
MembershipUpdated,,,188,499,USD,2022-01-03T18:00:00+0000,Silver,,,"December 3, 2021"
MembershipRenewed,,,188,499,USD,2022-01-03T18:00:00+0000,,,,"December 3, 2021"
MembershipUpdated,,,129,499,USD,2022-01-04T15:00:00+0000,Silver,,,"December 4, 2021"
MembershipRenewed,,,129,499,USD,2022-01-04T15:00:00+0000,,,,"December 4, 2021"
MembershipUpdated,,,14,499,USD,2022-03-06T00:00:00+0000,Silver,,,"December 6, 2021"
MembershipRenewed,,,14,499,USD,2022-03-06T00:00:00+0000,,,,"December 6, 2021"
MembershipUpdated,,,215,499,USD,2022-03-06T08:00:00+0000,Bronze,,,"December 6, 2021"
MembershipRenewed,,,215,499,USD,2022-03-06T08:00:00+0000,,,,"December 6, 2021"
MembershipUpdated,,,172,499,DKK,2022-01-01T13:00:00+0000,Bronze,,,"December 6, 2021"
MembershipUpdated,,,88,499,USD,2022-02-05T19:00:00+0000,Bronze,,,"December 6, 2021"
MembershipUpdated,,,110,499,DKK,2022-02-01T00:00:00+0000,Bronze,,,"December 6, 2021"
MembershipUpdated,,,105,499,USD,2022-01-23T00:00:00+0000,Bronze,,,"December 6, 2021"
MembershipUpdated,,,6,499,USD,2022-05-01T00:00:00+0000,Silver,,,"December 6, 2021"
MembershipUpdated,,,109,499,USD,2022-03-01T00:00:00+0000,Bronze,,,"December 6, 2021"
MembershipUpdated,,,97,499,USD,2021-12-15T11:00:00+0000,Silver,,,"December 6, 2021"
MembershipUpdated,,,225,499,USD,2022-10-01T00:00:00+0000,Silver,,,"December 6, 2021"
MembershipUpdated,,,185,499,USD,2022-01-19T00:00:00+0000,Bronze,,,"December 6, 2021"
MembershipUpdated,,,177,499,USD,2021-12-18T10:00:00+0000,Bronze,,,"December 6, 2021"
MembershipUpdated,,,217,499,USD,2021-12-15T08:00:00+0000,Bronze,,,"December 6, 2021"
MembershipUpdated,,,199,499,USD,2021-12-16T00:00:00+0000,Bronze,,,"December 6, 2021"
MembershipUpdated,,,25,499,USD,2022-03-01T00:00:00+0000,Bronze,,,"December 6, 2021"
MembershipUpdated,,,213,499,USD,2022-02-24T12:00:00+0000,Bronze,,,"December 6, 2021"
MembershipUpdated,,,131,499,USD,2022-01-01T00:00:00+0000,Bronze,,,"December 7, 2021"
MembershipUpdated,,,196,499,USD,2022-03-08T00:00:00+0000,Bronze,,,"December 8, 2021"
MembershipRenewed,,,196,499,USD,2022-03-08T00:00:00+0000,,,,"December 8, 2021"
MembershipUpdated,,,130,499,USD,2022-03-08T15:00:00+0000,Silver,,,"December 8, 2021"
MembershipRenewed,,,130,499,USD,2022-03-08T15:00:00+0000,,,,"December 8, 2021"
MembershipUpdated,,,132,499,USD,2022-03-08T15:00:00+0000,Bronze,,,"December 8, 2021"
MembershipRenewed,,,132,499,USD,2022-03-08T15:00:00+0000,,,,"December 8, 2021"
MembershipUpdated,,,197,499,USD,2022-03-09T00:00:00+0000,Bronze,,,"December 9, 2021"
MembershipRenewed,,,197,499,USD,2022-03-09T00:00:00+0000,,,,"December 9, 2021"
MembershipUpdated,,,133,499,USD,2022-03-09T13:00:00+0000,Bronze,,,"December 9, 2021"
MembershipRenewed,,,133,499,USD,2022-03-09T13:00:00+0000,,,,"December 9, 2021"
MembershipUpdated,,,175,499,USD,2022-03-09T13:00:00+0000,Bronze,,,"December 9, 2021"
MembershipRenewed,,,175,499,USD,2022-03-09T13:00:00+0000,,,,"December 9, 2021"
MembershipUpdated,,,143,499,GBP,2022-03-02T09:00:00+0000,Bronze,,,"December 9, 2021"
MembershipUpdated,,,228,499,USD,2022-01-18T19:00:00+0000,Bronze,,,"December 9, 2021"
MembershipUpdated,,,73,499,USD,2021-12-16T00:00:00+0000,Bronze,,,"December 9, 2021"
MembershipUpdated,,,233,499,USD,2022-02-17T17:00:00+0000,Bronze,,,"December 9, 2021"
MembershipUpdated,,,188,499,USD,2022-01-03T18:00:00+0000,Silver,,,"December 9, 2021"
MembershipUpdated,,,114,499,USD,2022-03-03T00:00:00+0000,Bronze,,,"December 9, 2021"
MembershipUpdated,,,96,499,USD,2021-12-30T11:00:00+0000,Silver,,,"December 9, 2021"
MembershipUpdated,,,107,499,USD,2022-02-14T00:00:00+0000,Silver,,,"December 9, 2021"
MembershipUpdated,,,207,499,USD,2022-01-16T08:00:00+0000,Bronze,,,"December 9, 2021"
MembershipUpdated,,,192,499,USD,2022-02-24T13:00:00+0000,Silver,,,"December 9, 2021"
MembershipUpdated,,,196,499,USD,2022-03-08T00:00:00+0000,Bronze,,,"December 9, 2021"
MembershipUpdated,,,18,499,USD,2022-03-01T00:00:00+0000,Bronze,,,"December 9, 2021"
MembershipUpdated,,,153,499,USD,2021-12-17T12:00:00+0000,Silver,,,"December 9, 2021"
MembershipUpdated,,,229,499,USD,2022-02-03T00:00:00+0000,Bronze,,,"December 10, 2021"
MembershipUpdated,,,236,499,USD,2021-12-30T09:00:00+0000,Bronze,,,"December 10, 2021"
MembershipUpdated,,,236,499,USD,2021-12-30T09:00:00+0000,Bronze,,,"December 10, 2021"
MembershipUpdated,,,92,499,USD,2022-03-13T00:00:00+0000,Bronze,,,"December 13, 2021"
MembershipRenewed,,,92,499,USD,2022-03-13T00:00:00+0000,,,,"December 13, 2021"
MembershipRenewed,,,229,499,USD,2022-02-03T00:00:00+0000,,,,"December 13, 2021"
MembershipActivated,,,210,499,USD,2022-03-13T16:00:00+0000,,,,"December 13, 2021"
MembershipValueChanged,,3,210,499,USD,,Bronze,,,"December 13, 2021"
MembershipUpsellUpdated,2021-12-13T16:10:48+0000,,210,2697,USD,,,,,"December 13, 2021"
MembershipUpdated,,,207,499,USD,2022-01-16T08:00:00+0000,Bronze,,,"December 13, 2021"
MembershipUpdated,,,210,499,USD,2022-03-13T16:00:00+0000,Bronze,,,"December 14, 2021"
MembershipUpdated,,,228,499,USD,2022-01-18T19:00:00+0000,Bronze,,,"December 14, 2021"
MembershipUpdated,,,233,499,USD,2022-02-17T17:00:00+0000,Bronze,,,"December 14, 2021"
MembershipUpdated,,,188,499,USD,2022-01-03T18:00:00+0000,Silver,,,"December 14, 2021"
MembershipUpdated,,,143,499,GBP,2022-03-02T09:00:00+0000,Bronze,,,"December 14, 2021"
MembershipUpdated,,,73,499,USD,2021-12-16T00:00:00+0000,Bronze,,,"December 14, 2021"
MembershipUpdated,,,114,499,USD,2022-03-03T00:00:00+0000,Bronze,,,"December 14, 2021"
MembershipUpdated,,,96,499,USD,2021-12-30T11:00:00+0000,Silver,,,"December 14, 2021"
MembershipUpdated,,,107,499,USD,2022-02-14T00:00:00+0000,Silver,,,"December 14, 2021"
MembershipUpdated,,,207,499,USD,2022-01-16T08:00:00+0000,Bronze,,,"December 14, 2021"
MembershipUpdated,,,192,499,USD,2022-02-24T13:00:00+0000,Silver,,,"December 14, 2021"
MembershipUpdated,,,196,499,USD,2022-03-08T00:00:00+0000,Bronze,,,"December 14, 2021"
MembershipUpdated,,,18,499,USD,2022-03-01T00:00:00+0000,Bronze,,,"December 14, 2021"
MembershipUpdated,,,153,499,USD,2021-12-17T12:00:00+0000,Silver,,,"December 14, 2021"
MembershipUpdated,,,159,499,USD,2022-03-01T00:00:00+0000,Gold,,,"December 14, 2021"
MembershipUpdated,,,217,499,USD,2022-03-15T08:00:00+0000,Bronze,,,"December 15, 2021"
MembershipRenewed,,,217,499,USD,2022-03-15T08:00:00+0000,,,,"December 15, 2021"
MembershipUpdated,,,97,499,USD,2022-03-15T11:00:00+0000,Silver,,,"December 15, 2021"
MembershipRenewed,,,97,499,USD,2022-03-15T11:00:00+0000,,,,"December 15, 2021"
MembershipUpdated,,,73,499,USD,2022-03-16T00:00:00+0000,Bronze,,,"December 16, 2021"
MembershipRenewed,,,73,499,USD,2022-03-16T00:00:00+0000,,,,"December 16, 2021"
MembershipUpdated,,,80,499,USD,2022-03-16T00:00:00+0000,Bronze,,,"December 16, 2021"
MembershipRenewed,,,80,499,USD,2022-03-16T00:00:00+0000,,,,"December 16, 2021"
MembershipUpdated,,,199,499,USD,2022-03-16T00:00:00+0000,Bronze,,,"December 16, 2021"
MembershipRenewed,,,199,499,USD,2022-03-16T00:00:00+0000,,,,"December 16, 2021"
MembershipUpdated,,,181,499,DKK,2021-12-30T14:00:00+0000,Silver,,,"December 16, 2021"
MembershipUpdated,,,76,499,USD,2022-03-17T00:00:00+0000,Bronze,,,"December 17, 2021"
MembershipRenewed,,,76,499,USD,2022-03-17T00:00:00+0000,,,,"December 17, 2021"
MembershipUpdated,,,208,499,USD,2022-01-17T00:00:00+0000,Silver,,,"December 17, 2021"
MembershipRenewed,,,208,499,USD,2022-01-17T00:00:00+0000,,,,"December 17, 2021"
MembershipUpdated,,,165,499,USD,2022-03-17T07:00:00+0000,Silver,,,"December 17, 2021"
MembershipRenewed,,,165,499,USD,2022-03-17T07:00:00+0000,,,,"December 17, 2021"
MembershipUpsellUpdated,2021-12-17T11:00:08+0000,,135,10788,USD,,,,,"December 17, 2021"
MembershipUpdated,,,135,499,USD,2022-12-17T11:00:00+0000,Bronze,,,"December 17, 2021"
MembershipRenewed,,,135,499,USD,2022-12-17T11:00:00+0000,,,,"December 17, 2021"
MembershipUpdated,,,153,499,USD,2022-01-17T12:00:00+0000,Silver,,,"December 17, 2021"
MembershipRenewed,,,153,499,USD,2022-01-17T12:00:00+0000,,,,"December 17, 2021"
MembershipUpdated,,,177,499,USD,2022-03-18T10:00:00+0000,Bronze,,,"December 18, 2021"
MembershipRenewed,,,177,499,USD,2022-03-18T10:00:00+0000,,,,"December 18, 2021"
MembershipUpdated,,,178,499,USD,2022-03-18T10:00:00+0000,Bronze,,,"December 18, 2021"
MembershipRenewed,,,178,499,USD,2022-03-18T10:00:00+0000,,,,"December 18, 2021"
MembershipUpdated,,,136,499,USD,2022-12-18T14:00:00+0000,Bronze,,,"December 18, 2021"
MembershipRenewed,,,136,499,USD,2022-12-18T14:00:00+0000,,,,"December 18, 2021"
MembershipActivated,,,181,499,DKK,null,,,,"December 20, 2021"
MembershipValueChanged,,3,181,20716,DKK,,Silver,,,"December 20, 2021"
MembershipCancelled,,,181,499,DKK,,,,2022-03-01T00:00:00+0000,"December 20, 2021"
MembershipValueChanged,,3,181,579,DKK,,,,,"December 20, 2021"
MembershipChurnUpdated,,,181,579,DKK,,,2022-03-01T00:00:00+0000,,"December 20, 2021"
MembershipUpdated,,,149,499,USD,2022-01-07T10:00:00+0000,Bronze,,,"December 20, 2021"
MembershipRenewed,,,86,499,USD,2022-01-23T00:00:00+0000,,,,"December 20, 2021"
MembershipUpdated,,,200,499,USD,2022-03-21T00:00:00+0000,Bronze,,,"December 21, 2021"
MembershipRenewed,,,200,499,USD,2022-03-21T00:00:00+0000,,,,"December 21, 2021"
MembershipUpsellUpdated,2021-12-21T20:34:05+0000,,181,77685,DKK,,,,,"December 21, 2021"
MembershipUpdated,,,179,499,USD,2022-01-22T04:00:00+0000,Bronze,,,"December 22, 2021"
MembershipRenewed,,,179,499,USD,2022-01-22T04:00:00+0000,,,,"December 22, 2021"
MembershipUpdated,,,138,499,USD,2022-01-22T12:00:00+0000,Silver,,,"December 22, 2021"
MembershipRenewed,,,138,499,USD,2022-01-22T12:00:00+0000,,,,"December 22, 2021"
MembershipUpdated,,,20,499,USD,2022-03-01T00:00:00+0000,Silver,,,"December 22, 2021"
MembershipValueChanged,,3,20,999,USD,,,,,"December 22, 2021"
MembershipActivated,,,87,499,USD,null,,,,"December 22, 2021"
MembershipValueChanged,,3,87,499,USD,,Bronze,,,"December 22, 2021"
MembershipCancelled,,,87,499,USD,,,,2022-01-29T12:00:00+0000,"December 22, 2021"
MembershipValueChanged,,3,87,579,USD,,,,,"December 22, 2021"
MembershipChurnUpdated,,,87,579,USD,,,2022-01-29T12:00:00+0000,,"December 22, 2021"
MembershipUpdated,,,115,499,USD,2022-12-23T00:00:00+0000,Silver,,,"December 23, 2021"
MembershipRenewed,,,115,499,USD,2022-12-23T00:00:00+0000,,,,"December 23, 2021"
MembershipUpdated,,,219,499,USD,2022-03-23T00:00:00+0000,Silver,,,"December 23, 2021"
MembershipRenewed,,,219,499,USD,2022-03-23T00:00:00+0000,,,,"December 23, 2021"
MembershipCancelled,,,115,499,USD,,,,2021-12-23T00:00:00+0000,"December 23, 2021"
MembershipValueChanged,,12,115,579,USD,,,,,"December 23, 2021"
MembershipChurnUpdated,,,115,579,USD,,,2021-12-23T00:00:00+0000,,"December 23, 2021"
MembershipUpdated,,,12,499,USD,2022-01-15T00:00:00+0000,Bronze,,,"December 23, 2021"
MembershipUpdated,,,85,499,USD,2022-01-20T12:00:00+0000,Bronze,,,"December 23, 2021"
MembershipUpdated,,,169,499,USD,2022-02-11T10:00:00+0000,Bronze,,,"December 23, 2021"
MembershipUpdated,,,71,499,USD,2022-02-05T08:00:00+0000,Gold,,,"December 23, 2021"
MembershipUpdated,,,132,499,USD,2022-03-08T15:00:00+0000,Bronze,,,"December 23, 2021"
MembershipUpdated,,,14,499,USD,2022-03-06T00:00:00+0000,Silver,,,"December 23, 2021"
MembershipUpdated,,,19,499,USD,2022-02-19T00:00:00+0000,Bronze,,,"December 23, 2021"
MembershipUpdated,,,77,499,USD,2022-03-21T00:00:00+0000,Bronze,,,"December 23, 2021"
MembershipUpdated,,,219,499,USD,2022-03-23T00:00:00+0000,Silver,,,"December 23, 2021"
MembershipUpdated,,,20,499,USD,2022-03-01T00:00:00+0000,Silver,,,"December 23, 2021"
MembershipUpdated,,,175,499,USD,2022-03-09T13:00:00+0000,Bronze,,,"December 23, 2021"
MembershipUpdated,,,74,499,USD,2022-03-24T00:00:00+0000,Bronze,,,"December 24, 2021"
MembershipRenewed,,,74,499,USD,2022-03-24T00:00:00+0000,,,,"December 24, 2021"
MembershipUpdated,,,221,499,USD,2022-03-24T08:00:00+0000,Bronze,,,"December 24, 2021"
MembershipRenewed,,,221,499,USD,2022-03-24T08:00:00+0000,,,,"December 24, 2021"
MembershipRenewed,,,171,499,USD,2022-01-26T14:00:00+0000,,,,"December 24, 2021"
MembershipUpdated,,,15,499,USD,2022-03-25T07:00:00+0000,Bronze,,,"December 25, 2021"
MembershipRenewed,,,15,499,USD,2022-03-25T07:00:00+0000,,,,"December 25, 2021"
MembershipUpdated,,,160,499,USD,2022-01-25T08:00:00+0000,Bronze,,,"December 25, 2021"
MembershipRenewed,,,160,499,USD,2022-01-25T08:00:00+0000,,,,"December 25, 2021"
MembershipUpdated,,,163,499,USD,2022-03-28T00:00:00+0000,Bronze,,,"December 28, 2021"
MembershipRenewed,,,163,499,USD,2022-03-28T00:00:00+0000,,,,"December 28, 2021"
MembershipUpdated,,,170,499,USD,2022-02-17T15:00:00+0000,Bronze,,,"December 29, 2021"
MembershipUpdated,,,84,499,USD,2022-01-20T12:00:00+0000,Bronze,,,"December 29, 2021"
MembershipUpdated,,,155,499,USD,2022-01-13T18:00:00+0000,Bronze,,,"December 29, 2021"
MembershipUpdated,,,182,499,USD,2022-01-01T16:00:00+0000,Bronze,,,"December 29, 2021"
MembershipUpdated,,,86,499,USD,2022-01-23T00:00:00+0000,Bronze,,,"December 29, 2021"
MembershipUpdated,,,82,499,USD,2022-01-01T00:00:00+0000,Bronze,,,"December 29, 2021"
MembershipUpdated,,,227,499,USD,2022-01-18T10:00:00+0000,Silver,,,"December 29, 2021"
MembershipUpdated,,,118,499,USD,2022-02-05T12:00:00+0000,Silver,,,"December 29, 2021"
MembershipUpdated,,,23,499,USD,2022-02-18T00:00:00+0000,Bronze,,,"December 29, 2021"
MembershipUpdated,,,232,499,USD,2022-02-17T00:00:00+0000,Bronze,,,"December 29, 2021"
MembershipActivated,,,186,499,USD,null,,,,"December 29, 2021"
MembershipCancelled,,,186,499,USD,,,,2022-01-21T08:00:00+0000,"December 29, 2021"
MembershipValueChanged,,3,186,579,USD,,,,,"December 29, 2021"
MembershipChurnUpdated,,,186,579,USD,,,2022-01-21T08:00:00+0000,,"December 29, 2021"
MembershipUpdated,,,128,499,USD,2022-02-01T00:00:00+0000,Gold,,,"December 29, 2021"
MembershipValueChanged,,12,128,10000,USD,,,,,"December 29, 2021"
MembershipActivated,,,73,499,USD,null,,,,"December 29, 2021"
MembershipCancelled,,,73,499,USD,,,,2022-03-16T00:00:00+0000,"December 29, 2021"
MembershipValueChanged,,3,73,579,USD,,,,,"December 29, 2021"
MembershipChurnUpdated,,,73,579,USD,,,2022-03-16T00:00:00+0000,,"December 29, 2021"
MembershipUpdated,,,131,499,USD,2022-01-01T00:00:00+0000,Bronze,,,"December 29, 2021"
MembershipValueChanged,,3,131,499,USD,,,,,"December 29, 2021"
MembershipUpdated,,,131,499,USD,2022-03-01T00:00:00+0000,Bronze,,,"December 29, 2021"
MembershipUpsellUpdated,2021-12-29T16:17:17+0000,,131,3596,USD,,,,,"December 29, 2021"
MembershipUpdated,,,22,499,USD,2022-03-30T00:00:00+0000,Bronze,,,"December 30, 2021"
MembershipRenewed,,,22,499,USD,2022-03-30T00:00:00+0000,,,,"December 30, 2021"
MembershipActivated,,,236,499,USD,2022-01-30T09:00:00+0000,,,,"December 30, 2021"
MembershipRenewed,,,236,499,USD,2022-01-30T09:00:00+0000,,,,"December 30, 2021"
MembershipUpdated,,,96,499,USD,2022-03-30T11:00:00+0000,Silver,,,"December 30, 2021"
MembershipRenewed,,,96,499,USD,2022-03-30T11:00:00+0000,,,,"December 30, 2021"
MembershipUpdated,,,202,499,USD,2022-03-30T11:00:00+0000,Bronze,,,"December 30, 2021"
MembershipRenewed,,,202,499,USD,2022-03-30T11:00:00+0000,,,,"December 30, 2021"
MembershipCancelled,,,22,499,USD,,,,2021-12-30T00:00:00+0000,"December 30, 2021"
MembershipValueChanged,,3,22,579,USD,,,,,"December 30, 2021"
MembershipChurnUpdated,,,22,579,USD,,,2021-12-30T00:00:00+0000,,"December 30, 2021"
MembershipUpdated,,,170,499,USD,2022-02-17T15:00:00+0000,Bronze,,,"December 31, 2021"
MembershipUpdated,,,84,499,USD,2022-01-20T12:00:00+0000,Bronze,,,"December 31, 2021"
MembershipUpdated,,,155,499,USD,2022-01-13T18:00:00+0000,Bronze,,,"December 31, 2021"
MembershipUpdated,,,182,499,USD,2022-01-01T16:00:00+0000,Bronze,,,"December 31, 2021"
MembershipUpdated,,,86,499,USD,2022-01-23T00:00:00+0000,Bronze,,,"December 31, 2021"
MembershipUpdated,,,82,499,USD,2022-01-01T00:00:00+0000,Bronze,,,"December 31, 2021"
MembershipUpdated,,,227,499,USD,2022-01-18T10:00:00+0000,Silver,,,"December 31, 2021"
MembershipUpdated,,,118,499,USD,2022-02-05T12:00:00+0000,Silver,,,"December 31, 2021"
MembershipUpdated,,,23,499,USD,2022-02-18T00:00:00+0000,Bronze,,,"December 31, 2021"
MembershipUpdated,,,232,499,USD,2022-02-17T00:00:00+0000,Bronze,,,"December 31, 2021"
MembershipUpdated,,,82,499,USD,2022-04-01T00:00:00+0000,Bronze,,,"January 1, 2022"
MembershipRenewed,,,82,499,USD,2022-04-01T00:00:00+0000,,,,"January 1, 2022"
MembershipUpdated,,,98,499,USD,2022-04-01T00:00:00+0000,Bronze,,,"January 1, 2022"
MembershipRenewed,,,98,499,USD,2022-04-01T00:00:00+0000,,,,"January 1, 2022"
MembershipUpdated,,,146,499,USD,2023-01-01T00:00:00+0000,Silver,,,"January 1, 2022"
MembershipRenewed,,,146,499,USD,2023-01-01T00:00:00+0000,,,,"January 1, 2022"
MembershipUpdated,,,172,499,DKK,2022-02-01T13:00:00+0000,Bronze,,,"January 1, 2022"
MembershipRenewed,,,172,499,DKK,2022-02-01T13:00:00+0000,,,,"January 1, 2022"
MembershipUpdated,,,203,499,USD,2022-07-01T13:00:00+0000,Silver,,,"January 1, 2022"
MembershipRenewed,,,203,499,USD,2022-07-01T13:00:00+0000,,,,"January 1, 2022"
MembershipUpdated,,,204,499,USD,2022-07-01T14:00:00+0000,Silver,,,"January 1, 2022"
MembershipRenewed,,,204,499,USD,2022-07-01T14:00:00+0000,,,,"January 1, 2022"
MembershipUpdated,,,182,499,USD,2022-04-01T16:00:00+0000,Bronze,,,"January 1, 2022"
MembershipRenewed,,,182,499,USD,2022-04-01T16:00:00+0000,,,,"January 1, 2022"
MembershipUpdated,,,174,499,USD,2022-02-03T13:00:00+0000,Silver,,,"January 3, 2022"
MembershipRenewed,,,174,499,USD,2022-02-03T13:00:00+0000,,,,"January 3, 2022"
MembershipUpdated,,,236,499,USD,2022-03-31T00:00:00+0000,Bronze,,,"January 3, 2022"
MembershipRenewed,,,86,499,USD,2022-01-23T00:00:00+0000,,,,"January 3, 2022"
MembershipUpdated,,,188,499,USD,2022-02-03T18:00:00+0000,Silver,,,"January 3, 2022"
MembershipRenewed,,,188,499,USD,2022-02-03T18:00:00+0000,,,,"January 3, 2022"
MembershipUpdated,,,238,499,USD,null,Bronze,,,"January 4, 2022"
MembershipUpdated,,,203,499,USD,2022-07-01T13:00:00+0000,Silver,,,"January 4, 2022"
MembershipUpdated,,,146,499,USD,2023-01-01T00:00:00+0000,Silver,,,"January 4, 2022"
MembershipUpdated,,,129,499,USD,2022-02-04T15:00:00+0000,Silver,,,"January 4, 2022"
MembershipRenewed,,,129,499,USD,2022-02-04T15:00:00+0000,,,,"January 4, 2022"
MembershipActivated,,,238,499,USD,2022-04-05T00:00:00+0000,,,,"January 5, 2022"
MembershipValueChanged,,3,238,499,USD,,Bronze,,,"January 5, 2022"
MembershipUpdated,,,237,499,USD,2022-03-02T00:00:00+0000,Bronze,,,"January 5, 2022"
MembershipUpdated,,,111,499,DKK,2022-02-01T00:00:00+0000,Gold,,,"January 5, 2022"
MembershipUpdated,,,112,499,DKK,2022-03-01T00:00:00+0000,Gold,,,"January 5, 2022"
MembershipUpdated,,,160,499,USD,2022-01-25T08:00:00+0000,Bronze,,,"January 5, 2022"
MembershipUpdated,,,151,499,USD,2022-02-17T00:00:00+0000,Bronze,,,"January 5, 2022"
MembershipUpdated,,,208,499,USD,2022-01-17T00:00:00+0000,Silver,,,"January 5, 2022"
MembershipUpdated,,,215,499,USD,2022-03-06T08:00:00+0000,Bronze,,,"January 5, 2022"
MembershipUpdated,,,144,499,USD,2022-05-01T00:00:00+0000,Silver,,,"January 5, 2022"
MembershipUpdated,,,161,499,DKK,2022-01-25T09:00:00+0000,Bronze,,,"January 5, 2022"
MembershipUpdated,,,140,499,USD,2022-02-05T00:00:00+0000,Bronze,,,"January 5, 2022"
MembershipUpdated,,,211,499,USD,2022-02-10T13:00:00+0000,Bronze,,,"January 5, 2022"
MembershipUpdated,,,136,499,USD,2022-12-18T14:00:00+0000,Bronze,,,"January 5, 2022"
MembershipRenewed,,,20,499,USD,2022-03-01T00:00:00+0000,,,,"January 5, 2022"
